McID	OrderID	JobName	Date	Weekly	Hour	Film	Target	LowControl	Interval	Speed	Under_lcl	Notif	OTS	Matte	Weight	OkMtr	BdCode	RunTime	Downtime
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	0:58	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	0:59	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:00	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:01	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:02	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:03	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:04	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:05	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:06	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:07	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:08	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:09	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:10	PET	230	219	5	221		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:11	PET	230	219	5	77		N	N	N	0,2	26.000	RUN	1	0
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:12	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:13	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:14	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:15	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:16	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:17	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:18	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:19	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:20	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:21	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:22	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:23	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61441-20	ROLL SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:24	PET	230	219	5	 - 		N	N	N	0,2	26.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:26	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:27	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:28	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:29	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:30	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:31	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:32	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:33	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:34	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:35	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:36	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:37	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:38	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:39	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:40	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:41	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:42	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:43	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:44	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:45	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:46	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:47	OPP	180	171	5	4		N	N	N	0,2	23.000	CO1	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:48	OPP	180	171	5	19		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:49	OPP	180	171	5	25		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:50	OPP	180	171	5	25		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:51	OPP	180	171	5	25		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:52	OPP	180	171	5	25		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:53	OPP	180	171	5	35		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:54	OPP	180	171	5	1		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:55	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:56	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:57	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:58	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	1:59	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:00	OPP	180	171	5	24		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:01	OPP	180	171	5	28		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:02	OPP	180	171	5	28		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:03	OPP	180	171	5	33		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:04	OPP	180	171	5	33		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:05	OPP	180	171	5	87		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:06	OPP	180	171	5	180		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:07	OPP	180	171	5	180		N	N	N	0,2	23.000	CO2	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:08	OPP	180	171	5	180		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:09	OPP	180	171	5	1		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:10	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:11	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:12	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:13	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:14	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:15	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:16	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:17	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:18	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:19	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:20	OPP	180	171	5	 - 		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:21	OPP	180	171	5	23		N	N	N	0,2	23.000	CO3	0	1
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:22	OPP	180	171	5	93		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:23	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:24	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:25	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:26	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:27	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:28	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:29	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:30	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:31	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:32	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:33	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:34	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:35	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:36	OPP	180	171	5	180		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:37	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:38	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:39	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:40	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:41	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:42	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:43	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:44	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:45	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:46	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:47	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:48	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:49	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:50	OPP	180	171	5	181		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:51	OPP	180	171	5	186		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:52	OPP	180	171	5	190		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:53	OPP	180	171	5	190		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:54	OPP	180	171	5	190		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:55	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:56	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:57	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:58	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	2:59	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:00	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:01	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:02	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:03	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:04	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:05	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:06	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:07	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:08	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
PR01	61442-20	PAID SAMPLE BAG SUSU KAMBING FULL CREAM	11-10-21	10- W3	3:09	OPP	180	171	5	200		N	N	N	0,2	23.000	RUN	1	0
